cusip,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,error
640491106,,Domestic Common Stock,Healthcare,2835,Diagnostics & Research,Manufacturing,In Vitro & In Vivo Diagnostic Substances,,Pharmaceutical Products
874697105,,Domestic Common Stock,Energy,4922,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities
896082104,,Domestic Common Stock,Consumer Cyclical,2711,Publishing,Manufacturing,Newspapers: Publishing Or Publishing & Printing,,Printing and Publishing
92538J106,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
666807102,,Domestic Common Stock,Industrials,3812,Aerospace & Defense,Manufacturing,Search Detection Navagation Guidance Aeronautical Sys,,Electronic Equipment
198280109,,Domestic Common Stock,Energy,4922,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities
587405101,,Domestic Common Stock,Financial Services,6022,Banks - Regional,Finance Insurance And Real Estate,State Commercial Banks,,Banking
G6683N103,,ADR Common Stock,Financial Services,6199,Banks - Regional,Finance Insurance And Real Estate,Finance Services,,Banking
98584B202,,ADR Common Stock,Technology,3674,Solar,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment
15132H101,,ADR Common Stock,Consumer Defensive,5331,Discount Stores,Retail Trade,Retail-Variety Stores,,Retail
13342B105,,Domestic Common Stock,Energy,3533,Oil & Gas Equipment & Services,Manufacturing,Oil & Gas Field Machinery & Equipment,,Machinery
16951C108,,ADR Common Stock,Industrials,3510,Specialty Industrial Machinery,Manufacturing,Engines & Turbines,,Machinery
165167735,,Domestic Common Stock Primary Class,Energy,1311,Oil & Gas E&P,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
448883207,,Canadian Common Stock,Industrials,2810,Diversified Industrials,Manufacturing,Industrial Inorganic Chemicals,,Chemicals
45104G104,,ADR Common Stock,Financial Services,6029,Banks - Regional,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking
91680m107,,Domestic Common Stock,Financial Services,6199,Credit Services,Finance Insurance And Real Estate,Finance Services,,Banking
501506133,,Canadian Common Stock Warrant,Industrials,7372,Aerospace & Defense,Services,Services-Prepackaged Software,,Business Services
82982l103,,Domestic Common Stock,Industrials,700,Industrial Distribution,Agriculture Forestry And Fishing,Agricultural Services,,Agriculture
36262g101,,Domestic Common Stock,Industrials,4700,Integrated Freight & Logistics,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,,Transportation
878237106,,Domestic Common Stock,Technology,5045,Electronics & Computer Distribution,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,,Wholesale
74251V102,,Domestic Common Stock Primary Class,Financial Services,6321,Asset Management,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance
75513E101,,Domestic Common Stock Primary Class,Industrials,3724,Aerospace & Defense,Manufacturing,Aircraft Engines & Engine Parts,,Aircraft
80004C200,,Domestic Common Stock,Technology,3572,Computer Hardware,Manufacturing,Computer Storage Devices,,Computers
74164f103,,Domestic Common Stock,Industrials,1623,Engineering & Construction,Construction,Water Sewer Pipeline Comm & Power Line Construction,,Construction
26856l103,,Domestic Common Stock,Consumer Defensive,2844,Household & Personal Products,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods
92846q107,,Domestic Common Stock,Consumer Defensive,2080,Beverages - Non-Alcoholic,Manufacturing,Beverages,,Beer & Liquor
M82363124,,ADR Common Stock Primary Class,Technology,3663,Communication Equipment,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment
72352l106,,Domestic Common Stock,Communication Services,7370,Internet Content & Information,Services,Services-Computer Programming Data Processing Etc.,,Business Services
81764x103,,Domestic Common Stock,Technology,7372,Software - Application,Services,Services-Prepackaged Software,,Business Services
P5626F128,,ADR Common Stock,Financial Services,6029,Banks - Regional,Finance Insurance And Real Estate,Commercial Banks Nec,,Banking
69181V107,,Domestic Common Stock Primary Class,Financial Services,6799,Asset Management,Finance Insurance And Real Estate,Investors Nec,,Trading
P73684113,,Domestic Common Stock,Consumer Cyclical,7997,Leisure,Services,Services-Membership Sports & Recreation Clubs,,Entertainment
22948Q101,,Domestic Common Stock Primary Class,Real Estate,6500,REIT - Diversified,Finance Insurance And Real Estate,Real Estate,,Real Estate
G5866L108,,Domestic Common Stock Primary Class,Consumer Cyclical,2320,Apparel Manufacturing,Manufacturing,Men'S & Boys' Furnishgs Work Clothg & Allied Garments,,Apparel
36164V602,,Domestic Common Stock Primary Class,Communication Services,4841,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication
88024M108,,Domestic Common Stock Primary Class,Technology,3672,Electronic Components,Manufacturing,Printed Circuit Boards,,Electronic Equipment
443510607,,Domestic Common Stock Primary Class,Industrials,3670,Electrical Equipment & Parts,Manufacturing,Electronic Components & Accessories,,Electronic Equipment
293594131,,Domestic Common Stock Warrant,Industrials,3690,Electrical Equipment & Parts,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
070830104,,Domestic Common Stock,Consumer Cyclical,5621,Specialty Retail,Retail Trade,Retail-Women'S Clothing Stores,,Retail
92858D200,,ADR Common Stock,Communication Services,4812,Telecom Services,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,,Communication
124155110,,Domestic Common Stock Warrant,Healthcare,3844,Medical Devices,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,,Medical Equipment
171484108,,Domestic Common Stock,Consumer Cyclical,7948,Gambling,Services,Services-Racing Including Track Operation,,Entertainment
15101Q207,,ADR Common Stock,Technology,3672,Electronic Components,Manufacturing,Printed Circuit Boards,,Electronic Equipment
G7243P109,,ADR Common Stock Primary Class,Consumer Cyclical,3690,Auto Parts,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
40131M109,,Domestic Common Stock,Healthcare,8071,Diagnostics & Research,Services,Services-Medical Laboratories,,Healthcare
03673l103,,Domestic Common Stock,Energy,4922,Oil & Gas Midstream,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,,Utilities
13462K109,,Domestic Common Stock,Consumer Cyclical,5500,Auto & Truck Dealerships,Retail Trade,Retail-Auto Dealers & Gasoline Stations,,Retail
036752103,,Domestic Common Stock Primary Class,Healthcare,6324,Healthcare Plans,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance
167239102,,Domestic Common Stock,Real Estate,6798,REIT - Mortgage,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
37955N106,,Domestic Common Stock,Real Estate,6798,REIT - Industrial,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading
29452E101,,Domestic Common Stock Primary Class,Financial Services,6411,Insurance - Diversified,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,,Insurance
19188J409,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
35909R108,,Domestic Common Stock,Industrials,4512,Airlines,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation
139737100,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
29332G102,,Domestic Common Stock,Healthcare,8082,Medical Care Facilities,Services,Services-Home Health Care Services,,Healthcare
15135u109,,Canadian Common Stock Primary Class,Energy,1311,Oil & Gas Integrated,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas
60741F104,,Domestic Common Stock,Consumer Cyclical,7372,Auto Parts,Services,Services-Prepackaged Software,,Business Services
44842L103,,ADR Common Stock,Healthcare,2834,Drug Manufacturers - Specialty & Generic,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
302301106,,Domestic Common Stock,Financial Services,5900,Credit Services,Retail Trade,Retail-Miscellaneous Retail,,Retail
55306N104,,Domestic Common Stock,Technology,3823,Scientific & Technical Instruments,Manufacturing,Industrial Instruments For Measurement Display And Control,,Measuring and Control Equipment
45782N108,,Domestic Common Stock Primary Class,Consumer Cyclical,7372,Gambling,Services,Services-Prepackaged Software,,Business Services
45685K102,,Domestic Common Stock,Healthcare,3841,Medical Instruments & Supplies,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment
G6858G123,,Domestic Common Stock Secondary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
68162k106,,Domestic Common Stock,Basic Materials,5051,Steel,Wholesale Trade,Wholesale-Metals Service Centers & Offices,,Wholesale
44891N208,,Domestic Common Stock,Communication Services,5990,Internet Content & Information,Retail Trade,Retail-Retail Stores Nec,,Retail
56600D107,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
G93Y09107,,Domestic Common Stock Primary Class,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
G93Y09115,,Domestic Common Stock Warrant,Industrials,6770,Shell Companies,Finance Insurance And Real Estate,Blank Checks,,Trading
N30577105,,ADR Common Stock Primary Class,Consumer Cyclical,2300,Apparel Manufacturing,Manufacturing,Apparel & Other Finishd Prods Of Fabrics & Similar Matl,,Apparel
14888u101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
45781V101,,Domestic Common Stock Primary Class,Real Estate,6500,REIT - Industrial,Finance Insurance And Real Estate,Real Estate,,Real Estate
45826H109,,Domestic Common Stock,Healthcare,3690,Medical Devices,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment
55287L101,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
620071100,,Domestic Common Stock,Consumer Cyclical,3714,Auto Parts,Manufacturing,Motor Vehicle Parts & Accessories,,Automobiles and Trucks
G51502105,,Domestic Common Stock,Basic Materials,7380,Building Products & Equipment,Services,Services-Miscellaneous Business Services,,Business Services
606710200,,Domestic Common Stock,Technology,3577,Software - Application,Manufacturing,Computer Peripheral Equipment Nec,,Computers
624580106,,Domestic Common Stock,Consumer Cyclical,3873,Luxury Goods,Manufacturing,Watches Clocks Clockwork Operated Devices/Parts,,Consumer Goods
50155Q100,,Domestic Common Stock,Technology,7374,Information Technology Services,Services,Services-Computer Processing & Data Preparation,,Business Services
87612e106,,Domestic Common Stock,Consumer Defensive,5331,Discount Stores,Retail Trade,Retail-Variety Stores,,Retail
92847R104,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
930427109,,Domestic Common Stock,Industrials,7389,Specialty Business Services,Services,Services-Business Services Nec,,Business Services
302635206,,Domestic Common Stock,Financial Services,6282,Asset Management,Finance Insurance And Real Estate,Investment Advice,,Trading
83587f202,,Domestic Common Stock,Healthcare,2836,Biotechnology,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products
626755102,,Domestic Common Stock,Consumer Cyclical,5500,Specialty Retail,Retail Trade,Retail-Auto Dealers & Gasoline Stations,,Retail
63001N106,,Domestic Common Stock,Technology,3578,Software - Application,Manufacturing,Calculating & Accounting Machines (No Electronic Computers),,Computers
553498106,,Domestic Common Stock Primary Class,Industrials,3842,Security & Protection Services,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,,Medical Equipment
313148868,,Domestic Preferred Stock,Financial Services,6111,Credit Services,Finance Insurance And Real Estate,Federal & Federally-Sponsored Credit Agencies,,Banking
860630870,,Domestic Preferred Stock,Financial Services,6211,Capital Markets,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading
947890505,,Domestic Preferred Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
667340103,,Domestic Common Stock,Financial Services,6021,Banks - Regional,Finance Insurance And Real Estate,National Commercial Banks,,Banking
68287N100,,Domestic Common Stock,Technology,7373,Software - Infrastructure,Services,Services-Computer Integrated Systems Design,,Computers
68062P106,,Domestic Common Stock,Healthcare,2834,Biotechnology,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products
98906V118,,Domestic Common Stock Warrant,Technology,7372,Software - Infrastructure,Services,Services-Prepackaged Software,,Business Services
68572N104,,Domestic Common Stock,Consumer Defensive,2621,Household & Personal Products,Manufacturing,Paper Mills,,Business Supplies
G27907107,,ADR Common Stock,Consumer Defensive,100,Farm Products,Agriculture Forestry And Fishing,Agricultural Production-Crops,,Agriculture
G06973112,,ADR Common Stock,Basic Materials,1000,Gold,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining
